local,rooms,price,area,restroom,status,kind,movel
" Portimão, Faro",T1,600,65,1,Usado,apartamento,arrendar
" Monte Gordo, Vila Real de Santo António, Faro",T1,600,60,1,"

",apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T1,500,50,1,Renovado,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T1,650,75,1,Renovado,apartamento,arrendar
" Guia, Albufeira, Faro",T1,1000,120,1,Usado,apartamento,arrendar
" Almancil, Loulé, Faro",T1,1565,60,1,Renovado,apartamento,arrendar
" Faro (Sé e São Pedro), Faro",T2,900,"64,06",,,apartamento,arrendar
" Luz, Lagos, Faro",T1,775,70,1,Renovado,apartamento,arrendar
" Portimão, Faro",T3,2200,129,3,Novo,apartamento,arrendar
" Portimão, Faro",T1,700,53,1,"

",apartamento,arrendar
" Portimão, Faro",T1,800,83,,,apartamento,arrendar
" Portimão, Faro",T2,800,80,1,Usado,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T2,950,"59,90",1,Renovado,apartamento,arrendar
" Conceição e Cabanas de Tavira, Tavira, Faro",T2,770,78,1,"
                                                                                                        REMAX LOULÉ                                                                                        ",apartamento,arrendar
" Faro (Sé e São Pedro), Faro",T3,850,90,1,Renovado,apartamento,arrendar
" Guia, Albufeira, Faro",T1,850,57,1,Renovado,apartamento,arrendar
" Armação de Pêra, Silves, Faro",T4,1375,132,2,"

",apartamento,arrendar
" Portimão, Faro",T2,600,90,1,Renovado,apartamento,arrendar
" Santa Luzia, Tavira, Faro",T2,750,90,2,Usado,apartamento,arrendar
" Armação de Pêra, Silves, Faro",T1,550,"50,85",1,Usado,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T1,550,62,1,Usado,apartamento,arrendar
" Armação de Pêra, Silves, Faro",T2,750,"55,15",1,Renovado,apartamento,arrendar
" Faro (Sé e São Pedro), Faro",T3,800,90,,,apartamento,arrendar
" São Clemente, Loulé, Faro",T1,700,65,,,apartamento,arrendar
" Quarteira, Loulé, Faro",T1,815,60,1,"

",apartamento,arrendar
" Vila do Bispo e Raposeira, Vila do Bispo, Faro",T2,900,110,1,Renovado,apartamento,arrendar
" Portimão, Faro",T1,700,65,,,apartamento,arrendar
" Faro (Sé e São Pedro), Faro",T2,850,120,,,apartamento,arrendar
" Olhão, Faro",T2,700,120,,"

",apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T1,500,26,1,Renovado,apartamento,arrendar
" Sagres, Vila do Bispo, Faro",T0,450,50,1,"

",apartamento,arrendar
" Portimão, Faro",T2,900,100,3,Renovado,apartamento,arrendar
" Quarteira, Loulé, Faro",T0,780,60,1,"

",apartamento,arrendar
" Monte Gordo, Vila Real de Santo António, Faro",T1,650,"39,80",1,"
                                                                                                        Maxgroup                                                                                        ",apartamento,arrendar
" Portimão, Faro",T1,800,60,,,apartamento,arrendar
" Alcantarilha e Pêra, Silves, Faro",T2,600,65,1,Renovado,apartamento,arrendar
" Guia, Albufeira, Faro",T1,650,65,1,Renovado,apartamento,arrendar
" Conceição e Cabanas de Tavira, Tavira, Faro",T0,500,45,1,Renovado,apartamento,arrendar
" Portimão, Faro",T1,600,90,1,Renovado,apartamento,arrendar
" Quarteira, Loulé, Faro",T1,900,75,2,Usado,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T1,500,70,1,Renovado,apartamento,arrendar
" Monte Gordo, Vila Real de Santo António, Faro",T2,550,150,2,Usado,apartamento,arrendar
" São Bartolomeu de Messines, Silves, Faro",T2,620,80,1,Renovado,apartamento,arrendar
" Conceição e Cabanas de Tavira, Tavira, Faro",T1,475,45,1,Renovado,apartamento,arrendar
" Monte Gordo, Vila Real de Santo António, Faro",T2,800,80,2,Usado,apartamento,arrendar
" Quarteira, Loulé, Faro",T3,900,117,2,Usado,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T1,500,26,1,Renovado,apartamento,arrendar
" Faro (Sé e São Pedro), Faro",T3,950,"103,57",2,Renovado,apartamento,arrendar
" Quarteira, Loulé, Faro",T1,690,56,1,Renovado,apartamento,arrendar
" Monte Gordo, Vila Real de Santo António, Faro",T1,650,60,1,Usado,apartamento,arrendar
" Armação de Pêra, Silves, Faro",T1,550,50,1,"

",apartamento,arrendar
" Monte Gordo, Vila Real de Santo António, Faro",T2,850,70,1,Usado,apartamento,arrendar
" Luz de Tavira e Santo Estêvão, Tavira, Faro",T1,700,62,1,Usado,apartamento,arrendar
" Quarteira, Loulé, Faro",T1,600,60,1,Usado,apartamento,arrendar
" Vila Real de Santo António, Faro",T2,600,60,1,Usado,apartamento,arrendar
" Santa Luzia, Tavira, Faro",T1,750,65,1,Usado,apartamento,arrendar
" Monte Gordo, Vila Real de Santo António, Faro",T1,600,45,1,Usado,apartamento,arrendar
" São Clemente, Loulé, Faro",T2,700,80,1,Usado,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T1,700,"67,90",1,Renovado,apartamento,arrendar
" Conceição e Cabanas de Tavira, Tavira, Faro",T0,700,"39,20",1,Usado,apartamento,arrendar
" Quarteira, Loulé, Faro",T1,850,45,1,Usado,apartamento,arrendar
" Armação de Pêra, Silves, Faro",T3,1200,120,2,"

",apartamento,arrendar
" Monte Gordo, Vila Real de Santo António, Faro",T1,500,69,1,"

",apartamento,arrendar
" Portimão, Faro",T1,550,60,1,Usado,apartamento,arrendar
" São Sebastião, Loulé, Faro",T1,500,32,1,Renovado,apartamento,arrendar
" Silves, Faro",T2,570,88,2,Usado,apartamento,arrendar
" Odiáxere, Lagos, Faro",T1,1200,50,,"

",apartamento,arrendar
" Odiáxere, Lagos, Faro",T2,1500,75,,"

",apartamento,arrendar
" Portimão, Faro",T1,680,48,1,Usado,apartamento,arrendar
" Quarteira, Loulé, Faro",T2,900,"75,60",,,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T2,600,80,,"

",apartamento,arrendar
" Almancil, Loulé, Faro",T2,550,100,,"

",apartamento,arrendar
" Armação de Pêra, Silves, Faro",T1,550,"73,50",1,Usado,apartamento,arrendar
" Armação de Pêra, Silves, Faro",T0,500,"38,50",1,Usado,apartamento,arrendar
" São Gonçalo de Lagos, Lagos, Faro",T1,700,72,1,Usado,apartamento,arrendar
" Quarteira, Loulé, Faro",T1,850,71,,,apartamento,arrendar
" Portimão, Faro",T1,450,60,1,Usado,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T0,450,55,1,Renovado,apartamento,arrendar
" Portimão, Faro",T1,500,55,1,Renovado,apartamento,arrendar
" Portimão, Faro",T1,750,70,1,Usado,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T1,550,65,1,Usado,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T1,400,50,2,Usado,apartamento,arrendar
" Paderne, Albufeira, Faro",T1,400,62,1,Usado,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T0,600,70,1,Usado,apartamento,arrendar
" Silves, Faro",T1,500,80,1,Renovado,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T2,750,90,1,Usado,apartamento,arrendar
" Conceição e Estoi, Faro",T3,900,112,2,Usado,apartamento,arrendar
" Altura, Castro Marim, Faro",T1,400,50,1,Usado,apartamento,arrendar
" Portimão, Faro",T1,400,60,1,Usado,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T1,500,70,1,Renovado,apartamento,arrendar
" Quarteira, Loulé, Faro",T1,750,50,1,Usado,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T1,500,65,1,Renovado,apartamento,arrendar
" Portimão, Faro",T1,500,80,1,Usado,apartamento,arrendar
" Armação de Pêra, Silves, Faro",T1,600,50,,"

",apartamento,arrendar
" São Clemente, Loulé, Faro",T3,850,120,2,Renovado,apartamento,arrendar
" Almancil, Loulé, Faro",T0,600,60,1,Usado,apartamento,arrendar
" Quarteira, Loulé, Faro",T2,1350,90,2,Usado,apartamento,arrendar
" Lagoa e Carvoeiro, Lagoa (Algarve), Faro",T1,219000,50,1,Usado,apartamento,arrendar
" Quarteira, Loulé, Faro",T2,650,90,1,Usado,apartamento,arrendar
" Portimão, Faro",T1,500,56,1,Usado,apartamento,arrendar
" Portimão, Faro",T1,500,60,1,Usado,apartamento,arrendar
" Vila Real de Santo António, Faro",T2,800,"109,80",2,"
                                                                                                        Maxgroup                                                                                        ",apartamento,arrendar
" Armação de Pêra, Silves, Faro",T0,500,"45,50",1,Usado,apartamento,arrendar
" Vila Real de Santo António, Faro",T3,700,150,2,Usado,apartamento,arrendar
" Luz, Lagos, Faro",T2,600,71,1,"

",apartamento,arrendar
" Faro (Sé e São Pedro), Faro",T2,750,82,2,"

",apartamento,arrendar
" Portimão, Faro",T2,700,90,2,Usado,apartamento,arrendar
" São Clemente, Loulé, Faro",T0,400,18,1,Usado,apartamento,arrendar
" São Brás de Alportel, Faro",T3,850,170,3,Renovado,apartamento,arrendar
" Paderne, Albufeira, Faro",T1,500,40,1,Renovado,apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T1,350,60,1,Usado,apartamento,arrendar
" Tavira (Santa Maria e Santiago), Tavira, Faro",T3,800,106,2,"
                                            Anúncio particular                                    ",apartamento,arrendar
" Monte Gordo, Vila Real de Santo António, Faro",T1,450,30,1,Novo,apartamento,arrendar
" Monte Gordo, Vila Real de Santo António, Faro",T1,550,60,1,Usado,apartamento,arrendar
" Quarteira, Loulé, Faro",T3,2200,200,3,Usado,apartamento,arrendar
" Portimão, Faro",T1,550,50,1,Usado,apartamento,arrendar
" Quarteira, Loulé, Faro",T2,850,140,1,Renovado,apartamento,arrendar
" Armação de Pêra, Silves, Faro",T1,700,60,1,Usado,apartamento,arrendar
" Portimão, Faro",T1,500,65,1,"

",apartamento,arrendar
" Albufeira e Olhos de Água, Albufeira, Faro",T1,750,60,,"

",apartamento,arrendar
" Silves, Faro",T3,650,110,,"

",apartamento,arrendar
" Faro (Sé e São Pedro), Faro",T2,850,75,1,Usado,apartamento,arrendar
" Monte Gordo, Vila Real de Santo António, Faro",T2,600,80,2,Usado,apartamento,arrendar
" Montenegro, Faro",T2,750,1,1,"

",apartamento,arrendar
" Portimão, Faro",T1,500,60,1,Usado,apartamento,arrendar
" Codesseiro, Guarda",T2,320,120,1,Renovado,apartamento,arrendar
" Seia, São Romão e Lapa dos Dinheiros, Seia, Guarda",T2,280,75,1,Usado,apartamento,arrendar
" Paranhos, Seia, Guarda",T1,650,60,1,Novo,apartamento,arrendar
" Seia, São Romão e Lapa dos Dinheiros, Seia, Guarda",T3,199,200,2,Novo,apartamento,arrendar
" Pinhel, Guarda",T3,400,95,2,Usado,apartamento,arrendar
" Codesseiro, Guarda",T2,500,70,1,Novo,apartamento,arrendar
" Codesseiro, Guarda",T2,500,200,3,Novo,apartamento,arrendar
 Guarda,T4,450,147,2,Usado,apartamento,arrendar
" Codesseiro, Guarda",T3,350,90,2,Usado,apartamento,arrendar
 Guarda,T2,275,80,,"

",apartamento,arrendar
" Codesseiro, Guarda",T1,190,30,1,"

",apartamento,arrendar
" Santiago, Seia, Guarda",T2,650,65,2,Usado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T1,1200,"83,16",1,Novo,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T0,700,"51,08",1,Usado,apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T3,1300,103,2,Usado,apartamento,arrendar
" Santa Maria Maior, Funchal, Ilha da Madeira",T2,650,"68,50",1,Usado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T1,1200,"83,16",1,Novo,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T1,1200,"60,95",1,Novo,apartamento,arrendar
" Santa Luzia, Funchal, Ilha da Madeira",T2,700,70,2,Renovado,apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T0,500,35,1,Usado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T1,670,35,1,Renovado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T1,750,55,1,Usado,apartamento,arrendar
" Calheta, Calheta (Madeira), Ilha da Madeira",T2,600,120,2,Usado,apartamento,arrendar
" Santa Luzia, Funchal, Ilha da Madeira",T3,2500,180,3,Usado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T2,1000,"93,30",2,Usado,apartamento,arrendar
" Santa Luzia, Funchal, Ilha da Madeira",T2,1150,119,3,Novo,apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T3,2300,170,,"

",apartamento,arrendar
" Santa Luzia, Funchal, Ilha da Madeira",T2,1500,"92,06",2,Usado,apartamento,arrendar
" São Pedro, Funchal, Ilha da Madeira",T2,750,90,2,Usado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T2,,"92,50",,"

",apartamento,arrendar
" Santa Luzia, Funchal, Ilha da Madeira",T3,2500,120,3,Novo,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T3,1475,140,2,Usado,apartamento,arrendar
" Estreito Câmara de Lobos, Câmara de Lobos, Ilha da Madeira",T3,750,130,,"

",apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T1,600,60,1,Renovado,apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T2,1300,75,1,Renovado,apartamento,arrendar
" Gaula, Santa Cruz, Ilha da Madeira",T0,500,45,1,Renovado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T2,1200,120,2,Novo,apartamento,arrendar
" Calheta, Calheta (Madeira), Ilha da Madeira",T0,350,70,1,Usado,apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T2,1700,130,2,Novo,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T2,1750,120,2,Novo,apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T3,2000,150,3,Usado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T3,1350,150,2,Usado,apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T0,1100,57,1,Novo,apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T1,1100,65,1,Novo,apartamento,arrendar
" São Pedro, Funchal, Ilha da Madeira",T3,2250,141,2,"

",apartamento,arrendar
" Santa Maria Maior, Funchal, Ilha da Madeira",T1,750,65,1,Usado,apartamento,arrendar
" Santa Luzia, Funchal, Ilha da Madeira",T1,475,41,1,"
                                                                                                        Remax Grupo Elite                                                                                        ",apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T1,1100,140,1,Usado,apartamento,arrendar
" Santo António, Funchal, Ilha da Madeira",T1,600,"70,60",,"

",apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T2,1100,120,2,Usado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T2,2200,150,2,Renovado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T2,2300,150,3,Renovado,apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T2,1550,120,2,Usado,apartamento,arrendar
" Santa Luzia, Funchal, Ilha da Madeira",T2,800,75,1,Renovado,apartamento,arrendar
" Santa Luzia, Funchal, Ilha da Madeira",T2,900,150,1,"
                                                                                                        Wander Souza                                                                                        ",apartamento,arrendar
" Caniço, Santa Cruz, Ilha da Madeira",T2,550,113,2,Usado,apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T2,900,120,2,Usado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T1,1100,70,2,Usado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T2,2300,140,2,Usado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T2,1800,120,2,Novo,apartamento,arrendar
" Quinta Grande, Câmara de Lobos, Ilha da Madeira",T2,600,100,2,Usado,apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T0,550,35,1,Novo,apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T2,1650,115,3,Novo,apartamento,arrendar
" Gaula, Santa Cruz, Ilha da Madeira",T2,800,70,2,Novo,apartamento,arrendar
" Santa Luzia, Funchal, Ilha da Madeira",T2,700,59,1,"
                                                                                                        Remax Grupo Elite                                                                                        ",apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T1,700,95,1,Usado,apartamento,arrendar
" São Roque, Funchal, Ilha da Madeira",T2,750,120,,"

",apartamento,arrendar
" São Vicente, Ilha da Madeira",T2,,78,2,"

",apartamento,arrendar
" Faial, Santana, Ilha da Madeira",T2,,92,2,Usado,apartamento,arrendar
" Caniço, Santa Cruz, Ilha da Madeira",T2,390,82,1,Usado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T0,850,70,1,Usado,apartamento,arrendar
" Santa Maria Maior, Funchal, Ilha da Madeira",T1,500,45,1,Usado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T2,900,85,1,Renovado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T1,850,80,1,Usado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T2,1200,132,2,Novo,apartamento,arrendar
" Câmara de Lobos, Ilha da Madeira",T1,600,50,1,Usado,apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T2,1500,180,2,Usado,apartamento,arrendar
" São Martinho, Funchal, Ilha da Madeira",T1,650,54,1,Usado,apartamento,arrendar
" Sé, Funchal, Ilha da Madeira",T2,1300,90,1,Usado,apartamento,arrendar
" Rosto de Cão (Livramento), Ponta Delgada, Ilha de São Miguel",T0,450,45,1,Renovado,apartamento,arrendar
" Nossa Senhora do Rosário, Lagoa (São Miguel), Ilha de São Miguel",T2,700,"80,30",1,Renovado,apartamento,arrendar
" São José, Ponta Delgada, Ilha de São Miguel",T2,950,"98,33",2,Novo,apartamento,arrendar
" Relva, Ponta Delgada, Ilha de São Miguel",T3,750,87,2,Usado,apartamento,arrendar
" São Pedro, Ponta Delgada, Ilha de São Miguel",T3,700,97,1,Renovado,apartamento,arrendar
" São Pedro, Ponta Delgada, Ilha de São Miguel",T2,950,"130,90",2,Novo,apartamento,arrendar
" Fajã de Baixo, Ponta Delgada, Ilha de São Miguel",T1,490,76,1,"
                                                                                                        António Vasconcelos Tavares - Mediação Imobiliária, Lda.                                                                                        ",apartamento,arrendar
" Ponta Delgada (São Sebastião), Ponta Delgada, Ilha de São Miguel",T2,650,63,1,Renovado,apartamento,arrendar
" Biscoitos, Praia da Vitória, Ilha Terceira",T1,350,40,1,Novo,apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T3,850,108,2,Usado,apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T5,650,130,2,Usado,apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T3,600,130,2,"

",apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T4,900,170,3,Usado,apartamento,arrendar
" Nazaré, Leiria",T3,800,82,,"

",apartamento,arrendar
" São Martinho do Porto, Alcobaça, Leiria",T1,500,73,1,Usado,apartamento,arrendar
" São Martinho do Porto, Alcobaça, Leiria",T2,700,180,2,Usado,apartamento,arrendar
" São Martinho do Porto, Alcobaça, Leiria",T0,399,30,1,"

",apartamento,arrendar
" Marrazes e Barosa, Leiria",T3,600,108,2,Usado,apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T2,755,90,,Casas de Banho: 2,apartamento,arrendar
" Foz do Arelho, Caldas da Rainha, Leiria",T2,750,76,1,Usado,apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T3,350,"87,50",1,Usado,apartamento,arrendar
" Alcobaça e Vestiaria, Alcobaça, Leiria",T2,600,82,1,Novo,apartamento,arrendar
" Bombarral e Vale Covo, Bombarral, Leiria",T2,450,90,1,"

",apartamento,arrendar
" Pataias e Martingança, Alcobaça, Leiria",T3,1250,151,2,Usado,apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T3,585,154,1,Usado,apartamento,arrendar
" Marinha Grande, Leiria",T3,425,112,2,Usado,apartamento,arrendar
" Coimbrão, Leiria",T2,645,105,1,Novo,apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T2,730,83,1,Renovado,apartamento,arrendar
" Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório, Caldas da Rainha, Leiria",T2,550,103,2,Usado,apartamento,arrendar
" São Martinho do Porto, Alcobaça, Leiria",T2,600,102,1,Usado,apartamento,arrendar
" Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório, Caldas da Rainha, Leiria",T4,700,139,,"

",apartamento,arrendar
" Alcobaça e Vestiaria, Alcobaça, Leiria",T2,675,"92,80",1,Novo,apartamento,arrendar
" Marrazes e Barosa, Leiria",T2,450,"81,10",1,Usado,apartamento,arrendar
" Nazaré, Leiria",T1,700,45,1,Renovado,apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T3,490,"78,82",2,Usado,apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T3,750,122,2,"

",apartamento,arrendar
" Bombarral e Vale Covo, Bombarral, Leiria",T3,500,110,2,"

",apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T2,600,95,2,Renovado,apartamento,arrendar
" Tornada e Salir do Porto, Caldas da Rainha, Leiria",T4,600,130,2,Usado,apartamento,arrendar
" Reguengo do Fetal, Batalha, Leiria",T3,600,130,2,Usado,apartamento,arrendar
" Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório, Caldas da Rainha, Leiria",T2,550,75,1,Usado,apartamento,arrendar
" Foz do Arelho, Caldas da Rainha, Leiria",T2,500,72,1,Usado,apartamento,arrendar
" Parceiros e Azoia, Leiria",T2,700,112,,"

",apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T1,470,55,1,Renovado,apartamento,arrendar
" Marrazes e Barosa, Leiria",T2,600,80,1,Usado,apartamento,arrendar
" Aljubarrota, Alcobaça, Leiria",T5,450,153,1,"
                                                                                                        Remax Solmar                                                                                        ",apartamento,arrendar
" Coimbrão, Leiria",T2,600,83,1,"

",apartamento,arrendar
" Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório, Caldas da Rainha, Leiria",T3,550,90,1,Usado,apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T2,650,85,2,Usado,apartamento,arrendar
" Bombarral e Vale Covo, Bombarral, Leiria",T3,500,110,2,Usado,apartamento,arrendar
" Marinha Grande, Leiria",T2,450,80,1,Renovado,apartamento,arrendar
" Tornada e Salir do Porto, Caldas da Rainha, Leiria",T2,480,85,1,Usado,apartamento,arrendar
" Coimbrão, Leiria",T2,150,115,1,Renovado,apartamento,arrendar
" Coimbrão, Leiria",T2,645,115,1,Novo,apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T0,340,50,1,Novo,apartamento,arrendar
" Parceiros e Azoia, Leiria",T2,650,105,1,"

",apartamento,arrendar
" Alcobaça e Vestiaria, Alcobaça, Leiria",T4,650,55,1,Usado,apartamento,arrendar
" Marrazes e Barosa, Leiria",T1,450,62,1,Renovado,apartamento,arrendar
" Arrimal e Mendiga, Porto de Mós, Leiria",T4,700,253,3,Usado,apartamento,arrendar
" São Martinho do Porto, Alcobaça, Leiria",T3,750,120,,,apartamento,arrendar
" Pombal, Leiria",T2,350,100,1,Usado,apartamento,arrendar
" Alcobaça e Vestiaria, Alcobaça, Leiria",T1,350,40,1,Renovado,apartamento,arrendar
" Batalha, Leiria",T3,650,120,2,Usado,apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T3,850,177,2,Usado,apartamento,arrendar
" Marinha Grande, Leiria",T2,650,110,2,Renovado,apartamento,arrendar
" Alcobaça e Vestiaria, Alcobaça, Leiria",T2,500,72,2,"

",apartamento,arrendar
" Valado dos Frades, Nazaré, Leiria",T2,450,70,1,Renovado,apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T3,850,177,2,Usado,apartamento,arrendar
" Coimbrão, Leiria",T3,680,130,2,Usado,apartamento,arrendar
" Valado dos Frades, Nazaré, Leiria",T3,1750,130,2,Novo,apartamento,arrendar
" Peniche, Leiria",T2,400,60,,"

",apartamento,arrendar
" Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório, Caldas da Rainha, Leiria",T3,600,111,,"

",apartamento,arrendar
" A dos Francos, Caldas da Rainha, Leiria",T3,700,120,1,Usado,apartamento,arrendar
" Marrazes e Barosa, Leiria",T1,450,60,,"
",apartamento,arrendar
" Caldas da Rainha - Santo Onofre e Serra do Bouro, Caldas da Rainha, Leiria",T3,650,"117,12",2,"

",apartamento,arrendar
" A dos Francos, Caldas da Rainha, Leiria",T2,700,90,1,Usado,apartamento,arrendar
" Ferrel, Peniche, Leiria",T2,500,110,1,Usado,apartamento,arrendar
" Aljubarrota, Alcobaça, Leiria",T3,400,90,1,"
                                            Anúncio particular                                    ",apartamento,arrendar
" Santa Eufémia e Boa Vista, Leiria",T3,480,95,2,Renovado,apartamento,arrendar
" Marrazes e Barosa, Leiria",T1,500,55,1,Novo,apartamento,arrendar
" Caldas da Rainha - Santo Onofre e Serra do Bouro, Caldas da Rainha, Leiria",T3,600,102,2,Usado,apartamento,arrendar
" A dos Francos, Caldas da Rainha, Leiria",T3,650,100,2,Usado,apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T2,650,110,2,Usado,apartamento,arrendar
" A dos Francos, Caldas da Rainha, Leiria",T2,550,75,1,Usado,apartamento,arrendar
" Benedita, Alcobaça, Leiria",T3,450,110,2,Renovado,apartamento,arrendar
" A dos Francos, Caldas da Rainha, Leiria",T2,460,70,1,Usado,apartamento,arrendar
" Pombal, Leiria",T2,450,96,2,Usado,apartamento,arrendar
" Alcobaça e Vestiaria, Alcobaça, Leiria",T1,450,30,1,"

",apartamento,arrendar
" Leiria, Pousos, Barreira e Cortes, Leiria",T3,600,120,2,Renovado,apartamento,arrendar
" A dos Francos, Caldas da Rainha, Leiria",T2,500,90,1,Usado,apartamento,arrendar
" Parceiros e Azoia, Leiria",T3,750,128,2,Usado,apartamento,arrendar
" Pataias e Martingança, Alcobaça, Leiria",T2,550,80,1,Usado,apartamento,arrendar
" Marrazes e Barosa, Leiria",T0,150,10,1,Usado,apartamento,arrendar
" Avelar, Ansião, Leiria",T2,250,100,2,Usado,apartamento,arrendar
" Avelar, Ansião, Leiria",T1,320,180,2,Usado,apartamento,arrendar
" Peniche, Leiria",T2,450,90,1,Usado,apartamento,arrendar
" Alcobaça e Vestiaria, Alcobaça, Leiria",T2,500,85,2,Renovado,apartamento,arrendar
" Penha de França, Lisboa",T1,800,50,1,"

",apartamento,arrendar
" Arroios, Lisboa",T2,1000,85,,"

",apartamento,arrendar
" Loures, Lisboa",T3,1350,116,2,"

",apartamento,arrendar
" Campo de Ourique, Lisboa",T2,1000,43,1,"

",apartamento,arrendar
" Póvoa de Santa Iria e Forte da Casa, Vila Franca de Xira, Lisboa",T2,575,70,1,Renovado,apartamento,arrendar
" Pontinha e Famões, Odivelas, Lisboa",T2,670,70,1,Renovado,apartamento,arrendar
" Estrela, Lisboa",T2,650,47,1,"

",apartamento,arrendar
" Benfica, Lisboa",T2,900,50,1,Renovado,apartamento,arrendar
" Lumiar, Lisboa",T2,1100,95,1,Usado,apartamento,arrendar
" Marvila, Lisboa",T1,700,"50,39",1,"

",apartamento,arrendar
" Loures, Lisboa",T2,800,84,1,Usado,apartamento,arrendar
" Massamá e Monte Abraão, Sintra, Lisboa",T4,1250,160,2,"

",apartamento,arrendar
" Odivelas, Lisboa",T1,600,47,1,Usado,apartamento,arrendar
